fzaninotto/Faker,Makefile,Graham Campbell,3.457
fzaninotto/Faker,src/Faker/Provider/pt_BR/Person.php,Evandro Oliveira,4.10999951008051
fzaninotto/Faker,src/Faker/Provider/pt_BR/PhoneNumber.php,Evandro Oliveira,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/pt_PT/Address.php,Hugo Fonseca,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/pt_PT/Payment.php,Hugo Fonseca,4.391
fzaninotto/Faker,src/Faker/Provider/pt_PT/Person.php,Hugo Fonseca,4.49649975504026
fzaninotto/Faker,src/Faker/Provider/pt_PT/PhoneNumber.php,Hugo Fonseca,5.047
fzaninotto/Faker,src/Faker/Provider/ro_MD/Address.php,AlexanderC,4.391
fzaninotto/Faker,src/Faker/Provider/ro_MD/Person.php,Charles SANQUER,3.457
fzaninotto/Faker,src/Faker/Provider/ro_MD/Person.php,AlexanderC,4.16849975504026
fzaninotto/Faker,src/Faker/Provider/ro_MD/PhoneNumber.php,AlexanderC,4.391
fzaninotto/Faker,src/Faker/Provider/ro_RO/Address.php,Calina Cenan,4.719
fzaninotto/Faker,src/Faker/Provider/ro_RO/Person.php,Mihai Zaharie,3.33999951008052
fzaninotto/Faker,src/Faker/Provider/ro_RO/Person.php,Calina Cenan,4.20237043010865
fzaninotto/Faker,src/Faker/Provider/ro_RO/PhoneNumber.php,Mihai Zaharie,4.719
fzaninotto/Faker,src/Faker/Provider/ru_RU/Address.php,Francois Zaninotto,3.43237043010865
fzaninotto/Faker,src/Faker/Provider/ru_RU/Address.php,Yuriy Ishchenko,3.68569091067507
fzaninotto/Faker,src/Faker/Provider/ru_RU/Color.php,Roman Shvets,4.03834545533754
fzaninotto/Faker,src/Faker/Provider/ru_RU/Company.php,Stepan Anchugov,4.555
fzaninotto/Faker,src/Faker/Provider/ru_RU/Internet.php,Francois Zaninotto,3.97984521037779
fzaninotto/Faker,src/Faker/Provider/ru_RU/Person.php,Yuriy Ishchenko,3.56765125625485
fzaninotto/Faker,src/Faker/Provider/ru_RU/PhoneNumber.php,Francois Zaninotto,3.621
fzaninotto/Faker,src/Faker/Provider/ru_RU/PhoneNumber.php,Yuriy Ishchenko,4.03834545533754
fzaninotto/Faker,src/Faker/Provider/ru_RU/Text.php,Terion,4.391
fzaninotto/Faker,src/Faker/Provider/sk_SK/Address.php,bazo,4.85834545533754
fzaninotto/Faker,src/Faker/Provider/sk_SK/Company.php,bazo,3.81584521037779
fzaninotto/Faker,src/Faker/Provider/sk_SK/Internet.php,bazo,3.68569091067507
fzaninotto/Faker,src/Faker/Provider/sk_SK/Payment.php,Francois Zaninotto,3.457
fzaninotto/Faker,src/Faker/Provider/sk_SK/Payment.php,John Was,4.16849975504026
fzaninotto/Faker,src/Faker/Provider/sk_SK/Person.php,bazo,3.84969091067507
fzaninotto/Faker,src/Faker/Provider/sk_SK/PhoneNumber.php,bazo,4.20234545533754
fzaninotto/Faker,src/Faker/Provider/sl_SI/Address.php,AlesÃŒÅ’ FarcÃŒÅ’nik,4.883
fzaninotto/Faker,src/Faker/Provider/sl_SI/Internet.php,AlesÃŒÅ’ FarcÃŒÅ’nik,4.49649975504026
fzaninotto/Faker,src/Faker/Provider/sl_SI/Payment.php,AlesÃŒÅ’ FarcÃŒÅ’nik,4.391
fzaninotto/Faker,src/Faker/Provider/sl_SI/Person.php,AlesÃŒÅ’ FarcÃŒÅ’nik,5.047
fzaninotto/Faker,src/Faker/Provider/sl_SI/PhoneNumber.php,AlesÃŒÅ’ FarcÃŒÅ’nik,4.555
fzaninotto/Faker,src/Faker/Provider/sr_Cyrl_RS/Address.php,umpirsky,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/sr_Cyrl_RS/Payment.php,John Was,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/sr_Cyrl_RS/Person.php,umpirsky,4.20234545533754
fzaninotto/Faker,src/Faker/Provider/sr_Latn_RS/Address.php,umpirsky,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/sr_Latn_RS/Payment.php,John Was,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/sr_Latn_RS/Person.php,umpirsky,4.20234545533754
fzaninotto/Faker,src/Faker/Provider/sr_RS/Address.php,umpirsky,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/sr_RS/Payment.php,John Was,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/sr_RS/Person.php,umpirsky,4.20234545533754
fzaninotto/Faker,src/Faker/Provider/sv_SE/Address.php,Ulrik Johansson,4.391
fzaninotto/Faker,src/Faker/Provider/sv_SE/Company.php,Ulrik Johansson,4.391
fzaninotto/Faker,src/Faker/Provider/sv_SE/Person.php,Ulrik Johansson,4.53034545533754
fzaninotto/Faker,src/Faker/Provider/sv_SE/PhoneNumber.php,Ulrik Johansson,4.391
fzaninotto/Faker,src/Faker/Provider/Text.php,Tz-Huan Huang,3.55099902016103
fzaninotto/Faker,src/Faker/Provider/Text.php,Francois Zaninotto,3.73571588544619
fzaninotto/Faker,src/Faker/Provider/Text.php,Tim DÃƒÂ¼sterhus,3.92136994018917
fzaninotto/Faker,src/Faker/Provider/tr_TR/Address.php,Hasan Degismez,4.27399951008052
fzaninotto/Faker,src/Faker/Provider/tr_TR/Internet.php,Ferid MÃƒÂ¶vsÃƒÂ¼mov,3.88749926512077
fzaninotto/Faker,src/Faker/Provider/tr_TR/Payment.php,John Was,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/tr_TR/Person.php,Ferid MÃƒÂ¶vsÃƒÂ¼mov,3.88749926512077
fzaninotto/Faker,src/Faker/Provider/tr_TR/PhoneNumber.php,Ferid MÃƒÂ¶vsÃƒÂ¼mov,4.20237043010865
fzaninotto/Faker,src/Faker/Provider/uk_UA/Address.php,Roman Vasilyev,4.53037043010865
fzaninotto/Faker,src/Faker/Provider/uk_UA/Color.php,ruden,4.391
fzaninotto/Faker,src/Faker/Provider/uk_UA/Company.php,Roman Vasilyev,4.53037043010865
fzaninotto/Faker,src/Faker/Provider/uk_UA/Internet.php,ruden,3.43237043010865
fzaninotto/Faker,src/Faker/Provider/uk_UA/Internet.php,Roman Vasilyev,4.09436284215325
fzaninotto/Faker,src/Faker/Provider/uk_UA/Person.php,Roman Vasilyev,3.88749926512077
fzaninotto/Faker,src/Faker/Provider/uk_UA/PhoneNumber.php,ruden,3.43234545533754
fzaninotto/Faker,src/Faker/Provider/uk_UA/PhoneNumber.php,Roman Vasilyev,4.03837043010865
fzaninotto/Faker,src/Faker/Provider/uk_UA/Text.php,Terion,4.555
fzaninotto/Faker,src/Faker/Provider/UserAgent.php,Benjamin Laugueux,3.94599951008052
fzaninotto/Faker,src/Faker/Provider/Uuid.php,Maik Penz,4.82449975504026
fzaninotto/Faker,src/Faker/Provider/vi_VN/Address.php,Huy TQ,4.719
fzaninotto/Faker,src/Faker/Provider/vi_VN/Color.php,Huy TQ,4.719
fzaninotto/Faker,src/Faker/Provider/vi_VN/Internet.php,Huy TQ,4.49649975504026
fzaninotto/Faker,src/Faker/Provider/vi_VN/Person.php,Huy TQ,4.555
fzaninotto/Faker,src/Faker/Provider/vi_VN/PhoneNumber.php,Huy TQ,4.719
fzaninotto/Faker,src/Faker/Provider/zh_CN/Address.php,likai,4.03834545533754
fzaninotto/Faker,src/Faker/Provider/zh_CN/Company.php,likai,4.03834545533754
fzaninotto/Faker,src/Faker/Provider/zh_CN/Internet.php,Bravise,4.555
fzaninotto/Faker,src/Faker/Provider/zh_CN/Person.php,Charles SANQUER,3.457
fzaninotto/Faker,src/Faker/Provider/zh_CN/Person.php,likai,4.16849975504026
fzaninotto/Faker,src/Faker/Provider/zh_CN/PhoneNumber.php,likai,3.94599951008052
fzaninotto/Faker,src/Faker/Provider/zh_TW/Address.php,Tz-Huan Huang,4.66049975504026
fzaninotto/Faker,src/Faker/Provider/zh_TW/Color.php,Tz-Huan Huang,4.33249975504026
fzaninotto/Faker,src/Faker/Provider/zh_TW/Company.php,Tz-Huan Huang,4.49649975504026
fzaninotto/Faker,src/Faker/Provider/zh_TW/DateTime.php,Tz-Huan Huang,4.391
fzaninotto/Faker,src/Faker/Provider/zh_TW/Internet.php,Tz-Huan Huang,4.555
fzaninotto/Faker,src/Faker/Provider/zh_TW/Payment.php,Tz-Huan Huang,4.391
fzaninotto/Faker,src/Faker/Provider/zh_TW/Person.php,Tz-Huan Huang,4.66049975504026
fzaninotto/Faker,src/Faker/Provider/zh_TW/PhoneNumber.php,Tz-Huan Huang,4.555
fzaninotto/Faker,src/Faker/Provider/zh_TW/Text.php,Tz-Huan Huang,5.375
fzaninotto/Faker,src/Faker/UniqueGenerator.php,Christophe Willemsen,3.457
fzaninotto/Faker,src/Faker/UniqueGenerator.php,Francois Zaninotto,4.16849975504026
fzaninotto/Faker,test/documentor.php,Francois Zaninotto,5.18637043010865
fzaninotto/Faker,test/Faker/Calculator/LuhnTest.php,Francois Zaninotto,4.883
fzaninotto/Faker,test/Faker/DefaultGeneratorTest.php,Joshua Jabbour,4.391
fzaninotto/Faker,test/Faker/GeneratorTest.php,Francois Zaninotto,4.60199951008051
fzaninotto/Faker,test/Faker/Provider/AddressTest.php,Francois Zaninotto,4.391
fzaninotto/Faker,test/Faker/Provider/at_AT/PaymentTest.php,Ronan Guilloux,4.391
fzaninotto/Faker,test/Faker/Provider/BarcodeTest.php,Francois Zaninotto,3.457
fzaninotto/Faker,test/Faker/Provider/BarcodeTest.php,Bernhard Essl,4.16849975504026
fzaninotto/Faker,test/Faker/Provider/BaseTest.php,Francois Zaninotto,6.1678625971935
fzaninotto/Faker,test/Faker/Provider/be_BE/PaymentTest.php,Ronan Guilloux,4.391
fzaninotto/Faker,test/Faker/Provider/bg_BG/PaymentTest.php,Ronan Guilloux,4.391
fzaninotto/Faker,test/Faker/Provider/BiasedTest.php,Tim DÃƒÂ¼sterhus,4.33249975504026
fzaninotto/Faker,test/Faker/Provider/ColorTest.php,lsv,4.36634545533754
fzaninotto/Faker,test/Faker/Provider/DateTimeTest.php,Francois Zaninotto,3.621
fzaninotto/Faker,test/Faker/Provider/DateTimeTest.php,Charles SANQUER,4.03834545533754
fzaninotto/Faker,test/Faker/Provider/de_AT/InternetTest.php,Bernhard Essl,4.555
fzaninotto/Faker,test/Faker/Provider/de_AT/PhoneNumberTest.php,Bernhard Essl,4.555
fzaninotto/Faker,test/Faker/Provider/fr_FR/CompanyTest.php,Geoffrey Brier,3.78527561743172
fzaninotto/Faker,test/Faker/Provider/fr_FR/CompanyTest.php,Francois Zaninotto,3.92437043010865
fzaninotto/Faker,test/Faker/Provider/id_ID/PersonTest.php,Budi Irawan,4.391
fzaninotto/Faker,test/Faker/Provider/id_ID/PersonTest.php,Aprilus Lumbantoruan,4.391
fzaninotto/Faker,test/Faker/Provider/ImageTest.php,Francois Zaninotto,3.39849975504026
fzaninotto/Faker,test/Faker/Provider/ImageTest.php,Robert Reinhard,3.94599951008052
fzaninotto/Faker,test/Faker/Provider/InternetTest.php,Bernhard Essl,3.40769091067507
fzaninotto/Faker,test/Faker/Provider/InternetTest.php,Francois Zaninotto,3.60949926512077
fzaninotto/Faker,test/Faker/Provider/InternetTest.php,Hugo Fonseca,3.73165125625485
fzaninotto/Faker,test/Faker/Provider/ja_JP/PersonTest.php,Kazuyuki Hayashi,4.03834545533754
fzaninotto/Faker,test/Faker/Provider/LocalizationTest.php,Francois Zaninotto,4.33249975504026
fzaninotto/Faker,test/Faker/Provider/LoremTest.php,Francois Zaninotto,4.09436284215325
fzaninotto/Faker,test/Faker/Provider/MiscellaneousTest.php,Bernhard Essl,4.36634545533754
fzaninotto/Faker,test/Faker/Provider/PaymentTest.php,Roman Shvets,3.93036284215324
fzaninotto/Faker,test/Faker/Provider/PaymentTest.php,Francois Zaninotto,4.05449975504026
fzaninotto/Faker,test/Faker/Provider/PersonTest.php,Francois Zaninotto,4.36634545533754
fzaninotto/Faker,test/Faker/Provider/ProviderOverrideTest.php,Mark van der Velden,4.36634545533754
fzaninotto/Faker,test/Faker/Provider/pt_PT/AddressTest.php,Francois Zaninotto,3.457
fzaninotto/Faker,test/Faker/Provider/pt_PT/AddressTest.php,Hugo Fonseca,4.16849975504026
fzaninotto/Faker,test/Faker/Provider/pt_PT/PersonTest.php,Hugo Fonseca,4.391
fzaninotto/Faker,test/Faker/Provider/pt_PT/PhoneNumberTest.php,Hugo Fonseca,4.883
fzaninotto/Faker,test/Faker/Provider/ro_RO/PersonTest.php,Mihai Zaharie,4.49649975504026
fzaninotto/Faker,test/Faker/Provider/ro_RO/PhoneNumberTest.php,Mihai Zaharie,4.391
fzaninotto/Faker,test/Faker/Provider/sv_SE/PersonTest.php,Francois Zaninotto,3.43234545533754
fzaninotto/Faker,test/Faker/Provider/sv_SE/PersonTest.php,Ulrik Johansson,4.27399951008052
fzaninotto/Faker,test/Faker/Provider/TextTest.php,Tim DÃƒÂ¼sterhus,4.66049975504026
fzaninotto/Faker,test/Faker/Provider/uk_UA/AddressTest.php,Francois Zaninotto,3.457
fzaninotto/Faker,test/Faker/Provider/uk_UA/AddressTest.php,Serge Kuharev,4.16849975504026
fzaninotto/Faker,test/Faker/Provider/uk_UA/PhoneNumberTest.php,Francois Zaninotto,3.457
fzaninotto/Faker,test/Faker/Provider/uk_UA/PhoneNumberTest.php,Serge Kuharev,4.16849975504026
fzaninotto/Faker,test/Faker/Provider/UserAgentTest.php,Benjamin Laugueux,4.20234545533754
fzaninotto/Faker,test/Faker/Provider/UuidTest.php,Maik Penz,4.555
fzaninotto/Faker,test/test.php,Francois Zaninotto,5.48969091067507
